# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 30 19:22:04 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
#
pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,pl_mnum
HD 99706,c,HD 99706 c,2,1278.00000000,151.00000000,-198.00000000,0,,,,0,0.411000,0.231000,-0.178000,0,,,,0,5.69000,1.43000,-0.96000,0,Msini,,,,0,,,,0,0,0,0,0,11h28m30.21s,172.125885,+43d57m59.7s,43.966579,147.21,1.12,-1.12,0,147.21,1.12,-1.12,0,4862.00,,,0,1.46,,,0,5.52,,,0,2018-11-29,2455383.000000,249.000000,-140.000000,0,,,,0,5.69000,1.43000,-0.96000,0,,,,0,,,,0,JD,W. M. Keck Observatory,0
HIP 105854,b,HIP 105854 b,1,184.20000000,0.50000000,-0.50000000,0,0.810000,0.030000,-0.030000,0,0.020000,0.030000,-0.030000,0,,,,,8.20000,0.20000,-0.20000,0,Msini,,,,,,,,,0,0,0,0,21h26m22.87s,321.595306,-37d49m45.9s,-37.829430,78.80,0.74,-0.74,0,78.80,0.74,-0.74,0,4780.00,100.00,-100.00,0,2.10,0.10,-0.10,0,,,,,2014-06-11,2455262.400000,2.400000,-2.400000,0,,,,,8.20000,0.20000,-0.20000,0,,,,,,,,,,Multiple Observatories,0
HIP 107773,b,HIP 107773 b,1,144.30000000,0.50000000,-0.50000000,0,0.720000,0.030000,-0.030000,0,0.090000,0.060000,-0.060000,0,,,,,1.98000,0.21000,-0.21000,0,Msini,,,,,,,,,0,0,0,0,21h50m00.12s,327.500519,-64d42m45.1s,-64.712540,103.63,4.48,-4.12,0,105.49,0.81,-0.81,0,4945.00,100.00,-100.00,0,2.42,0.27,-0.27,0,11.60,1.40,-1.40,0,2015-06-04,2456202.300000,12.800000,-12.800000,0,,,,,1.98000,0.21000,-0.21000,0,,,,,,,,,JD,Multiple Observatories,0
HIP 109384,b,HIP 109384 b,1,499.48000000,0.32000000,-0.32000000,0,1.134000,0.029000,-0.029000,0,0.549000,0.003000,-0.003000,0,,,,,1.56000,0.08000,-0.08000,0,Msini,,,,,,,,,0,0,0,0,22h09m37.40s,332.405823,+71d18m51.6s,71.314331,56.20,2.70,-2.70,0,59.06,0.12,-0.12,0,5180.00,45.00,-45.00,0,0.78,0.06,-0.06,0,,,,,2016-02-25,2456337.020000,0.340000,-0.340000,0,,,,,1.56000,0.08000,-0.08000,0,,,,,,,,,BJD,Haute-Provence Observatory,0
HIP 109600,b,HIP 109600 b,1,232.08000000,0.15000000,-0.15000000,0,0.706000,0.016000,-0.016000,0,0.163000,0.006000,-0.006000,0,,,,,2.68000,0.12000,-0.12000,0,Msini,,,,,,,,,0,0,0,0,22h12m06.25s,333.026062,+29d03m56.9s,29.065811,58.60,3.20,-3.20,0,66.46,0.19,-0.19,0,5530.00,35.00,-35.00,0,0.87,0.06,-0.06,0,,,,,2016-02-25,2456017.100000,1.100000,-1.100000,0,,,,,2.68000,0.12000,-0.12000,0,,,,,,,,,BJD,Haute-Provence Observatory,0
HIP 116454,b,HIP 116454 b,1,9.12050000,0.00050000,-0.00050000,0,,,,0,0.200000,0.070000,-0.070000,0,88.430,0.400,-0.400,0,0.04000,0.01000,-0.01000,0,Mass,0.220,0.010,-0.010,0,,,,0,0,0,1,0,23h35m49.28s,353.955353,+00d26m43.9s,0.445516,62.56,0.18,-0.18,0,62.56,0.18,-0.18,0,5089.00,50.00,-50.00,0,0.81,0.11,-0.11,0,0.72,0.02,-0.02,0,2018-04-26,,,,0,0.04000,0.01000,-0.01000,0,,,,0,,,,0,,,,0,,K2,0
HIP 12961,b,HIP 12961 b,1,57.43500000,0.04200000,-0.04200000,0,0.250000,0.010000,-0.010000,0,0.170000,0.030000,-0.030000,0,,,,0,0.36000,0.07000,-0.07000,0,Msini,,,,0,,,,0,0,0,0,0,02h46m42.89s,41.678692,-23d05m11.8s,-23.086611,23.39,0.02,-0.02,0,23.39,0.02,-0.02,0,3901.00,175.00,-175.00,0,0.69,0.19,-0.19,0,0.65,0.06,-0.06,0,2018-09-06,,,,0,,,,,0.36000,0.07000,-0.07000,0,,,,0,,,,0,,La Silla Observatory,0
HIP 14810,b,HIP 14810 b,3,6.67389200,0.00000800,-0.00000800,0,0.069600,0.004400,-0.004400,0,0.143990,0.000870,-0.000870,0,,,,0,3.90000,0.49000,-0.49000,0,Msini,,,,0,,,,0,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,0.11,-0.11,0,50.55,0.11,-0.11,0,5544.00,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,2018-09-27,2463694.587900,0.006700,-0.006700,0,,,,0,3.90000,0.49000,-0.49000,0,,,,0,,,,0,JD,W. M. Keck Observatory,0
HIP 14810,c,HIP 14810 c,3,147.74700000,0.02900000,-0.02900000,0,0.549000,0.034000,-0.034000,0,0.156600,0.009900,-0.009900,0,,,,0,1.31000,0.18000,-0.18000,0,Msini,,,,0,,,,0,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,0.11,-0.11,0,50.55,0.11,-0.11,0,5544.00,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,2018-09-27,2463786.400000,1.200000,-1.200000,0,,,,0,1.31000,0.18000,-0.18000,0,,,,0,,,,0,JD,W. M. Keck Observatory,0
HIP 14810,d,HIP 14810 d,3,981.80000000,6.90000000,-6.90000000,0,1.940000,0.130000,-0.130000,0,0.185000,0.035000,-0.035000,0,,,,0,0.59000,0.10000,-0.10000,0,Msini,,,,0,,,,0,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,0.11,-0.11,0,50.55,0.11,-0.11,0,5544.00,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,2018-09-27,2464194.000000,40.000000,-40.000000,0,,,,0,0.59000,0.10000,-0.10000,0,,,,0,,,,0,JD,W. M. Keck Observatory,0
HIP 35173,b,HIP 35173 b,1,41.51600000,0.07700000,-0.07700000,0,0.217000,0.004000,-0.004000,0,0.160000,0.110000,-0.110000,0,,,,0,0.03996,0.00850,-0.00850,0,Msini,,,,0,,,,0,0,0,0,0,07h16m10.68s,109.044479,-03d39m57.3s,-3.665910,33.19,,,0,33.19,0.06,-0.06,0,4881.00,55.00,-81.00,0,0.79,0.05,-0.05,0,,,,0,2019-05-23,,,,0,,,,0,0.03996,0.00850,-0.00850,0,,,,0,,,,0,,Las Campanas Observatory,0
HIP 41378,b,HIP 41378 b,5,15.57209800,0.00001800,-0.00001900,0,,,,0,,,,0,88.800,0.800,-1.400,0,,,,0,,,,,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,,,,0,,,,0,,,,0,,,,0,2457152.281800,0.001200,-0.001200,0,BJD-TDB,K2,0
HIP 41378,c,HIP 41378 c,5,31.70648000,0.00024000,-0.00019000,0,,,,0,,,,0,87.500,2.200,-1.400,0,,,,0,,,,,0,,,,0,1,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,,,,0,,,,0,,,,0,,,,0,2457163.160900,0.002300,-0.002700,0,BJD-TDB,K2,0
HIP 41378,d,HIP 41378 d,5,1114.00000000,,,1,,,,0,,,,0,89.930,0.025,-0.018,0,,,,0,,,,,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,,,,0,,,,0,,,,0,,,,0,2457166.260400,0.001700,-0.001700,0,BJD-TDB,K2,0
HIP 41378,e,HIP 41378 e,5,,,,0,,,,0,,,,0,89.910,0.220,-0.045,0,,,,0,,,,,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,,,,0,,,,0,,,,0,,,,0,2457142.019400,0.001000,-0.001000,0,BJD-TDB,K2,0
HIP 41378,f,HIP 41378 f,5,1084.00000000,,,1,,,,0,,,,0,89.980,0.009,-0.006,0,,,,0,,,,,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,,,,0,,,,0,,,,0,,,,0,2457186.914230,0.000390,-0.000380,0,BJD-TDB,K2,0
HIP 5158,b,HIP 5158 b,2,345.72000000,5.40000000,-5.40000000,0,0.890000,0.020000,-0.020000,0,0.520000,0.080000,-0.080000,0,,,,0,0.96000,0.56000,-0.56000,0,Msini,,,,0,,,,0,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,0.10,-0.10,0,51.68,0.10,-0.10,0,4813.00,171.00,-171.00,0,0.43,0.35,-0.35,0,0.75,0.06,-0.06,0,2018-09-06,,,,0,,,,,0.96000,0.56000,-0.56000,0,,,,0,,,,0,,La Silla Observatory,0
HIP 5158,c,HIP 5158 c,2,9017.76000000,3180.74000000,-3180.74000000,0,7.700000,1.880000,-1.880000,0,0.140000,0.100000,-0.100000,0,,,,,15.04000,10.55000,-10.55000,0,Msini,,,,,,,,,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,0.10,-0.10,0,51.68,0.10,-0.10,0,4813.00,171.00,-171.00,0,0.43,0.35,-0.35,0,0.75,0.06,-0.06,0,2015-09-10,,,,,,,,,15.04000,10.55000,-10.55000,0,,,,,,,,,,La Silla Observatory,0
HIP 54373,b,HIP 54373 b,2,7.76000000,0.00300000,-0.00300000,0,0.063000,0.001000,-0.001000,0,0.200000,0.110000,-0.110000,0,,,,0,0.02712,0.00579,-0.00579,0,Msini,,,,0,,,,0,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,,,0,18.73,0.02,-0.02,0,4021.00,226.00,-146.00,0,0.57,0.03,-0.03,0,,,,0,2019-05-23,,,,0,,,,0,0.02712,0.00579,-0.00579,0,,,,0,,,,0,,Las Campanas Observatory,0
HIP 54373,c,HIP 54373 c,2,15.14400000,0.00800000,-0.00800000,0,0.099000,0.002000,-0.002000,0,0.200000,0.120000,-0.120000,0,,,,0,0.03914,0.00664,-0.00664,0,Msini,,,,0,,,,0,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,,,0,18.73,0.02,-0.02,0,4021.00,226.00,-146.00,0,0.57,0.03,-0.03,0,,,,0,2019-05-23,,,,0,,,,0,0.03914,0.00664,-0.00664,0,,,,0,,,,0,,Las Campanas Observatory,0
HIP 57274,b,HIP 57274 b,3,8.13520000,0.00400000,-0.00400000,0,0.070000,0.000000,0.000000,0,0.190000,0.100000,-0.100000,0,,,,0,0.02000,0.01000,-0.01000,0,Msini,,,,0,,,,0,0,0,0,1,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,2018-09-06,,,,0,,,,,0.02000,0.01000,-0.01000,0,,,,0,,,,0,,W. M. Keck Observatory,0
HIP 57274,c,HIP 57274 c,3,32.03000000,0.02000000,-0.02000000,0,0.178000,,,0,0.050000,0.020000,-0.020000,0,,,,,0.40902,0.00944,-0.00944,0,Msini,,,,,,,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,2015-04-24,2455785.208000,9.500000,-9.500000,0,,,,,0.40902,0.00944,-0.00944,0,0.2450000,0.0041667,-0.0041667,0,2455793.035000,0.176000,-0.176000,0,HJD,W. M. Keck Observatory,0
HIP 57274,d,HIP 57274 d,3,431.70000000,8.50000000,-8.50000000,0,1.010000,,,0,0.270000,0.050000,-0.050000,0,,,,,0.52670,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,2015-03-26,2455108.116000,14.000000,-14.000000,0,,,,,0.52670,0.03000,-0.03000,0,,,,,,,,,,W. M. Keck Observatory,0
HIP 63242,b,HIP 63242 b,1,124.60000000,,,0,0.565000,,,0,0.230000,,,0,,,,,9.18000,,,0,Msini,,,,,,,,,0,0,0,0,12h57m31.96s,194.383163,-65d38m47.3s,-65.646461,157.16,0.70,-0.70,0,157.16,0.70,-0.70,0,4830.00,100.00,-100.00,0,1.54,0.05,-0.05,0,,,,,2014-05-14,2455376.200000,,,0,,,,,9.18000,,,0,,,,,,,,,,Multiple Observatories,0
HIP 65407,b,HIP 65407 b,2,28.12500000,0.01900000,-0.01900000,0,0.177000,0.005000,-0.005000,0,0.140000,0.070000,-0.070000,0,,,,,0.42800,0.03200,-0.03200,0,Msini,,,,,,,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.50,4.60,-4.60,0,61.89,0.11,-0.11,0,5460.00,50.00,-50.00,0,0.93,0.07,-0.07,0,,,,,2016-02-25,2456990.800000,2.500000,-2.500000,0,,,,,0.42800,0.03200,-0.03200,0,,,,,,,,,BJD,Haute-Provence Observatory,0
HIP 65407,c,HIP 65407 c,2,67.30000000,0.08000000,-0.08000000,0,0.316000,0.008000,-0.008000,0,0.120000,0.040000,-0.040000,0,,,,,0.78400,0.05400,-0.05400,0,Msini,,,,,,,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.50,4.60,-4.60,0,61.89,0.11,-0.11,0,5460.00,50.00,-50.00,0,0.93,0.07,-0.07,0,,,,,2016-02-25,2457047.000000,6.000000,-6.000000,0,,,,,0.78400,0.05400,-0.05400,0,,,,,,,,,BJD,Haute-Provence Observatory,0
HIP 65426,b,HIP 65426 b,1,,,,0,92.000000,,,0,,,,0,,,,0,9.00000,3.00000,-3.00000,0,Mass,1.500,0.100,-0.100,0,,,,0,0,0,0,1,13h24m36.10s,201.150406,-51d30m16.1s,-51.504459,111.40,3.80,-3.80,0,109.21,0.75,-0.75,0,8840.00,200.00,-200.00,0,1.96,0.04,-0.04,0,1.77,0.05,-0.05,0,2017-07-13,,,,0,9.00000,3.00000,-3.00000,0,,,,0,,,,0,,,,0,,Paranal Observatory,0
HIP 65891,b,HIP 65891 b,1,1084.50000000,23.20000000,-23.20000000,0,2.810000,0.090000,-0.090000,0,0.130000,0.050000,-0.050000,0,,,,,6.00000,0.49000,-0.49000,0,Msini,,,,,,,,,0,0,0,0,13h30m25.27s,202.605301,-58d39m51.7s,-58.664356,136.05,12.09,-10.27,0,150.95,0.65,-0.65,0,5000.00,100.00,-100.00,0,2.50,0.21,-0.21,0,8.93,1.02,-1.02,0,2015-06-04,2456014.800000,49.300000,-49.300000,0,,,,,6.00000,0.49000,-0.49000,0,,,,,,,,,JD,Multiple Observatories,0
HIP 67537,b,HIP 67537 b,1,2556.50000000,99.20000000,-94.90000000,0,4.910000,0.140000,-0.130000,0,0.590000,0.050000,-0.020000,0,,,,,11.10000,0.40000,-1.10000,0,Msini,,,,,,,,,0,0,0,0,13h50m19.40s,207.580826,-39d54m03.1s,-39.900856,112.60,5.80,-5.80,0,116.43,0.65,-0.65,0,4985.00,100.00,-100.00,0,2.41,0.16,-0.16,0,8.69,0.88,-0.88,0,2017-04-27,2456290.600000,16.200000,-51.600000,0,,,,,11.10000,0.40000,-1.10000,0,,,,,,,,,JD,Multiple Observatories,0
HIP 67851,b,HIP 67851 b,2,88.90000000,0.10000000,-0.10000000,0,0.460000,0.020000,-0.020000,0,0.050000,0.040000,-0.040000,0,,,,,1.38000,0.15000,-0.15000,0,Msini,,,,,,,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,1.74,-1.65,0,64.24,0.17,-0.17,0,4890.00,100.00,-100.00,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,2015-06-04,2452997.800000,16.700000,-16.700000,0,,,,,1.38000,0.15000,-0.15000,0,,,,,,,,,JD,Multiple Observatories,0
HIP 67851,c,HIP 67851 c,2,2131.80000000,88.30000000,-88.30000000,0,3.820000,0.230000,-0.230000,0,0.170000,0.060000,-0.060000,0,,,,,5.98000,0.76000,-0.76000,0,Msini,,,,,,,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,1.74,-1.65,0,64.24,0.17,-0.17,0,4890.00,100.00,-100.00,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,2015-06-04,2452684.100000,235.700000,-235.700000,0,,,,,5.98000,0.76000,-0.76000,0,,,,,,,,,JD,Multiple Observatories,0
HIP 70849,b,HIP 70849 b,1,17337.50000000,15512.50000000,-15512.50000000,0,20.250000,15.750000,-15.750000,0,0.715000,0.245000,-0.245000,0,,,,,9.00000,6.00000,-6.00000,0,Msini,,,,,,,,,0,0,0,0,14h29m18.56s,217.327347,-46d27m49.7s,-46.463818,24.07,0.02,-0.02,0,24.07,0.02,-0.02,0,4105.00,130.00,-130.00,0,0.63,0.03,-0.03,0,,,,0,2014-05-14,,,,,,,,,9.00000,6.00000,-6.00000,0,,,,,,,,,,La Silla Observatory,0
HIP 71135,b,HIP 71135 b,1,87.19000000,0.38100000,-0.38100000,0,0.335000,0.007000,-0.007000,0,0.210000,0.130000,-0.130000,0,,,,0,0.05915,0.01290,-0.01290,0,Msini,,,,0,,,,0,0,0,0,0,14h32m52.22s,218.217590,-52d38m46.6s,-52.646271,32.36,,,0,32.36,0.05,-0.05,0,4146.00,107.00,-110.00,0,0.66,0.04,-0.04,0,,,,0,2019-05-23,,,,0,,,,0,0.05915,0.01290,-0.01290,0,,,,0,,,,0,,Las Campanas Observatory,0
HIP 74890,b,HIP 74890 b,1,822.30000000,16.80000000,-16.80000000,0,2.100000,0.090000,-0.090000,0,0.070000,0.070000,-0.070000,0,,,,,2.40000,0.30000,-0.30000,0,Msini,,,,,,,,,0,0,0,0,15h18m17.33s,229.572205,-41d25m14.1s,-41.420570,91.49,5.27,-5.27,0,78.83,0.26,-0.26,0,4850.00,100.00,-100.00,0,1.74,0.21,-0.21,0,5.77,0.53,-0.53,0,2016-03-17,2459820.400000,379.800000,-379.800000,0,,,,,2.40000,0.30000,-0.30000,0,,,,,,,,,JD,Multiple Observatories,0
HIP 78530,b,HIP 78530 b,1,,,,,740.000000,60.000000,-60.000000,0,,,,,,,,,23.00000,1.00000,-1.00000,0,Mass,,,,,,,,,0,0,0,0,16h01m55.46s,240.481064,-21d58m49.4s,-21.980389,156.70,13.00,-13.00,0,,,,,10500.00,,,0,2.50,,,0,,,,,2015-04-01,,,,,23.00000,1.00000,-1.00000,0,,,,,,,,,,,,,,Gemini Observatory,0
HIP 79098 AB,b,HIP 79098 AB b,1,,,,0,345.000000,6.000000,-6.000000,0,,,,0,,,,0,20.50000,4.50000,-4.50000,0,Mass,,,,0,,,,0,0,0,0,0,16h08m43.72s,242.182175,-23d41m07.5s,-23.685415,146.30,2.50,-2.50,0,146.33,2.52,-2.52,0,,,,0,3.75,1.25,-1.25,0,,,,0,2019-07-11,,,,0,20.50000,4.50000,-4.50000,0,,,,0,,,,0,,,,0,,Paranal Observatory,0
HIP 79431,b,HIP 79431 b,1,111.70000000,0.70000000,-0.70000000,0,0.360000,,,0,0.290000,0.020000,-0.020000,0,,,,0,2.10000,,,0,Msini,,,,0,,,,0,0,0,0,0,16h12m41.77s,243.174057,-18d52m31.8s,-18.875504,14.54,0.03,-0.03,0,14.54,0.03,-0.03,0,3368.00,,,0,0.42,,,0,0.54,,,0,2019-01-31,2454980.300000,1.200000,-1.200000,0,,,,0,2.10000,,,0,,,,0,,,,0,,W. M. Keck Observatory,0
HIP 8541,b,HIP 8541 b,1,1560.20000000,53.90000000,-53.90000000,0,2.800000,0.250000,-0.250000,0,0.160000,0.060000,-0.060000,0,,,,,5.50000,1.00000,-1.00000,0,Msini,,,,,,,,,0,0,0,0,01h50m06.33s,27.526375,-54d27m53.9s,-54.464962,168.63,17.35,-17.35,0,155.82,0.64,-0.64,0,4670.00,100.00,-100.00,0,1.17,0.28,-0.28,0,7.83,1.02,-1.02,0,2016-03-17,2459346.900000,93.400000,-93.400000,0,,,,,5.50000,1.00000,-1.00000,0,,,,,,,,,JD,Multiple Observatories,0
